Year,Month,Day,sBD1_005,sBD1_007,sBD1_009,sBD1_014,sBD1_021,sBD1_024,sBD1_037,sBD1_042,sBD1_043,sBD1_044,sBD1_055,sBD1_061,sBD1_062,sBD1_065,sBD1_071,sBD1_078,sBD1_082,sBD1_094,BD2_002,BD2_007,BD2_009,BD2_012,BD2_024,BD2_026,BD2_027,BD2_028,BD2_031,BD2_032,BD2_033,BD2_037,BD2_042,BD2_043,BD2_045,BD2_046,BD2_048,BD2_050
2020,1,1,2.08956469408119e-05,0,0,8.45405458159146e-05,0.000406397570767103,0.000575870445100861,0.00016017384312186,0,0.000178889419757247,0.00716338181544428,0,0,0.000152341413999724,0,0.00281061915168177,2.75913336625966e-07,0,0.00707519327024909,0,0.00528689609804679,0.00678202501824451,0,0.00250224050654347,0.00431187106982789,0.00382151931942499,0,0.000422732313355942,0,0.00530689490315478,0,0.00161934339270753,0.00235873391531217,0.00184483331537799,0.000827910669213065,0.00217665313563981,0.000129513925178485
2020,1,6,2.52138741356097e-05,0,0,9.86310986688004e-05,0.000464787517485771,0.000660392966200271,0.00018267687631646,0,0.000207376433710478,0.00724019918402698,0,0,0.000166415002169147,0,0.00287791463025093,3.87010040777979e-07,0,0.00716808775398461,0,0.00539746098340703,0.00698299143475448,0,0.00261557785830284,0.00448618012226736,0.00385328971820503,0,0.000424542066739254,0,0.00547695813165344,0,0.00163143072761275,0.00246176309494213,0.0018890930744536,0.000840836866702255,0.00227281206911611,0.000134192135857463
2020,1,11,3.00923758186001e-05,0,0,0.000113738819441488,0.00052581610266078,0.000749038160619533,0.000205620867588664,0,0.00023779478374367,0.00731587394330517,0,0,0.00018156585153234,0,0.00294607536090454,5.38468176848094e-07,0,0.00725985708516475,0,0.00550603270572652,0.0071844786699479,0,0.00273118225687723,0.00466722311518419,0.00388450154584294,0,0.000426308272713802,0,0.00564179675773046,0,0.00164320341992791,0.0025668724701097,0.00193380031461451,0.000853458082883148,0.00237127834616783,0.000139007127075446
2020,1,16,3.55778501233738e-05,0,0,0.000129877569428306,0.00058947424476656,0.000841807369731591,0.000228847724391933,0,0.000270207648709343,0.00739036643082327,0,0,0.000198039603002916,0,0.00301509364511514,7.73609663467123e-07,0,0.00735042438024092,0,0.00561271947235068,0.00738622014349734,0,0.0028485139430404,0.00485532330757282,0.00391512559184813,0,0.000428030812865601,0,0.00580066515785492,0,0.00165464306891066,0.00267399983257133,0.00197896902824596,0.000865760149663858,0.00247204315726396,0.000143961855713844
2020,1,21,4.17305434966237e-05,0,0,0.000147053775719846,0.000655745957713435,0.000938675757610939,0.000252204238493933,0,0.00030465854327677,0.00746363804411549,0,0,0.000216089430385915,0,0.00308496107116298,1.09521839192964e-06,0,0.00743971273998373,0,0.00571763979940117,0.00758789032202209,0,0.00296723320281655,0.0050505519321712,0.00394513259836125,0,0.000429709599081974,0,0.00595317374659701,0,0.00166575168388079,0.00278300720065901,0.00202455744374846,0.000877729725319398,0.00257499284684339,0.000149059252803092
2020,1,26,4.86215769336413e-05,0,0,0.000165265867507545,0.00072460825674311,0.00103962389034509,0.000275534527274541,0,0.00034120028185422,0.00753565127981478,0,0,0.000235806191453583,0,0.00315566847412047,1.52191481868838e-06,0,0.00752764534902304,0,0.00582093567635078,0.00778920699289128,0,0.00308692904807029,0.00525340997216265,0.00397454043864277,0,0.000431344573650307,0,0.00609873951701825,0,0.00167652299795319,0.00289381519565565,0.00207058398350157,0.000889354979195261,0.00268005425377531,0.000154302210113902
2020,1,31,5.63123776695901e-05,0,0,0.000184513436740173,0.000796031075342163,0.00114462291090622,0.000298691884927967,0,0.000379891953520107,0.00760636977032082,0,0,0.000257771154619134,0,0.003227205893995,2.1184712466861e-06,0,0.0076141455771999,0,0.00592284678767117,0.0079898665201041,0,0.00320721223876075,0.00546397101566297,0.00400329852711282,0,0.000432935709326681,0,0.00623695263820351,0,0.00168695741435565,0.00300631703882559,0.0021170283151509,0.000900623179340569,0.00278716212815697,0.000159693565615854
2020,2,5,6.48816859545542e-05,0,0,0.000204785978735046,0.000869977240316053,0.00125362968909147,0.000321539663977177,0,0.000420764848630287,0.00767575831795629,0,0,0.00028208757117153,0,0.00329956253213307,2.85128132515021e-06,0,0.00769913708257495,0,0.0060236469487274,0.00818956062379936,0,0.00332782971013286,0.00568253825835033,0.00403140122303038,0,0.000434483009374162,0,0.00636748459964051,0,0.00169704309660802,0.00312039928278635,0.0021638745595483,0.000911524296287762,0.00289622632819569,0.000165236087803582
2020,2,10,7.44085580816067e-05,0,0,0.000226071068489633,0.000946402446172818,0.00136659242734268,0.000343950256196466,0,0.000463856352946043,0.00774378292654923,0,0,0.000309311784516987,0,0.00337272670600571,3.84193945793757e-06,0,0.00778254391592983,0,0.00612358546411999,0.00838797728557742,0,0.00344827860647839,0.00591026877819999,0.0040588388968958,0,0.000435986507570559,0,0.0064899699736571,0,0.00170678457475631,0.00323594184749941,0.00221111564850471,0.00092204873863741,0.0030071547738116,0.000170932458899615
2020,2,15,8.49800849427091e-05,0,0,0.000248348849235489,0.0010252552717864,0.00148345886728029,0.00036581361864549,0,0.000509210473188001,0.00781041083038704,0,0,0.000339830518164455,0,0.00344668580251169,5.12989356363253e-06,0,0.00786429062659026,0,0.00622295957975588,0.00858480168531822,0,0.00356816464083735,0.00614736785977869,0.00408559733562968,0,0.000437446268185492,0,0.00660427304872242,0,0.0017161675669266,0.00335282270913558,0.00225874685808564,0.000932187942452631,0.00311984443499888,0.000176785256952262
2020,2,20,9.66892287790347e-05,0,0,0.000271597758005912,0.00110647722309681,0.00160416723590602,0.000387035702114396,0,0.000556844853881788,0.00787561052049641,0,0,0.000374098431345219,0,0.00352142622995248,6.86455503388715e-06,0,0.00794430236939198,0,0.00632224046919207,0.00877971716506297,0,0.0036875217259618,0.00639421270115628,0.00411166906436859,0,0.00043886238592666,0,0.00671008653181119,0,0.00172517412165918,0.00347090025732402,0.00230674182947217,0.000941934398047197,0.00323418275933381,0.000182796936856689
2020,2,25,0.000109635709826836,0,0,0.000295783560318031,0.00119000280445509,0.00172864986658381,0.000407545191980846,0,0.000606796481483553,0.00793935176821161,0,0,0.000412671215254958,0,0.00359693336884938,9.00626712292384e-06,0,0.00802250501260297,0,0.00642172706717654,0.00897240621527375,0,0.00380629922593412,0.00665206095650445,0.00413702849077249,0,0.000440234985855218,0,0.00680732640711483,0,0.00173381808248624,0.00359003869843133,0.00235509106994234,0.000951281671736698,0.00335004170190282,0.000188969810337619
